headline_len,body_len,n_sentences,n_tickers
0,437,12,15
0,983,44,27
0,1507,70,42
0,882,44,25
0,298,7,14
0,803,38,33
0,2215,101,42
0,984,41,13
0,552,30,18
0,530,26,13
0,1683,75,42
0,1678,73,44
0,381,14,10
0,9945,466,49
0,1362,67,38
0,1355,56,33
0,1568,56,31
0,1854,80,38
0,946,51,27
0,1298,57,34
0,1276,52,20
0,1062,52,18
0,5639,295,43
0,1016,49,18
0,1392,52,23
0,1239,47,23
0,568,23,14
0,1450,62,31
0,1273,54,35
0,2001,103,47
0,1128,47,24
0,366,17,11
0,1238,51,21
0,1061,43,26
0,1042,39,29
0,1037,48,15
0,982,40,17
0,401,9,13
0,929,59,24
0,953,47,21
0,724,28,18
0,153,4,9
0,297,10,22
0,1144,46,20
0,1354,67,21
0,1126,45,30
0,920,41,27
0,1061,56,32
0,1453,59,27
0,1068,53,38
0,579,24,15
0,1416,67,26
0,922,41,28
0,619,27,17
0,2966,135,54
0,650,25,32
0,759,35,28
0,322,12,19
0,789,32,24
0,788,34,29
0,158,7,12
0,683,29,29
0,1186,65,37
0,299,12,21
0,1175,47,34
0,1638,65,59
0,1104,53,32
0,831,36,21
0,1084,48,29
0,437,11,16
0,208,6,13
0,215,7,12
0,1855,78,41
0,1136,46,52
0,541,22,11
0,1999,80,49
0,906,41,18
0,867,40,23
0,905,32,17
0,347,14,9
0,275,9,11
0,1269,46,28
0,840,39,31
0,618,29,17
0,1862,73,30
0,976,43,35
0,1007,40,28
0,288,14,9
0,1442,66,54
0,955,38,13
0,948,38,32
0,988,45,14
0,235,9,19
0,1277,60,28
0,1048,55,29
0,1234,48,26
0,866,36,13
0,906,36,30
0,567,14,31
0,203,12,7
0,272,12,22
0,11658,523,60
0,965,43,17
0,1867,69,53
0,933,34,14
0,378,11,19
0,532,26,14
0,958,39,25
0,312,15,19
0,727,34,19
0,833,37,21
0,270,12,13
0,922,44,14
0,416,9,16
0,185,8,19
0,1874,77,36
0,204,6,8
0,1683,72,52
0,2300,116,45
0,2171,97,42
0,625,32,18
0,1206,46,38
0,677,29,15
0,285,15,8
0,482,13,24
0,266,10,8
0,307,9,15
0,657,27,20
0,180,10,16
0,983,32,14
0,683,31,24
0,1231,47,39
0,462,14,33
0,775,38,22
0,733,35,21
0,541,23,11
0,1074,44,19
0,420,9,14
0,135,6,9
0,946,34,35
0,746,30,21
0,1140,44,38
0,1103,53,21
0,1659,57,30
0,466,14,18
0,785,35,22
0,412,21,14
0,417,12,15
0,1147,46,35
0,571,22,12
0,943,41,16
0,1223,61,29
0,1724,84,35
0,386,14,10
0,738,31,19
0,856,41,16
0,1192,53,37
0,744,36,26
0,762,34,29
0,229,9,18
0,1099,48,30
0,513,21,17
0,1313,65,46
0,339,18,8
0,2070,74,32
0,901,42,21
0,629,27,14
0,831,36,23
0,250,14,5
0,1254,49,40
0,887,43,21
0,1177,47,44
0,596,30,11
0,853,38,22
0,1122,51,30
0,1010,38,13
0,1680,77,29
0,1113,44,18
0,821,36,32
0,911,41,12
0,1169,46,35
0,1115,55,33
0,1194,47,41
0,926,52,22
0,403,12,7
0,833,42,13
0,689,27,25
0,478,20,15
0,613,28,18
0,4277,123,105
0,767,36,24
0,850,30,27
0,921,38,20
0,406,9,18
0,1209,48,25
0,996,47,17
0,952,42,29
0,415,9,15
0,503,14,26
0,549,25,13
0,1407,56,38
0,569,29,10
0,338,14,17
0,393,20,18
0,479,13,23
0,391,17,15
0,533,20,31
0,404,9,16
0,395,9,14
0,497,25,10
0,398,9,15
0,830,34,36
0,120,3,7
0,523,31,26
0,403,9,17
0,542,24,22
0,870,34,28
0,1177,52,25
0,888,35,33
0,642,20,23
0,515,21,12
0,302,13,12
0,561,24,19
0,227,11,15
0,474,24,32
0,178,8,15
0,398,9,14
0,414,9,18
0,230,10,15
0,475,13,21
0,923,36,19
0,407,9,17
0,378,14,27
0,402,9,15
0,484,13,23
0,155,5,13
0,509,14,13
0,475,13,23
0,474,21,15
0,1145,44,23
0,409,9,19
0,1447,52,62
0,359,10,12
0,479,13,21
0,490,14,19
0,996,36,41
0,940,36,36
0,879,37,26
0,538,18,30
0,400,9,15
0,431,13,23
0,421,9,16
0,584,24,20
0,934,37,31
0,537,25,13
0,361,16,15
0,481,13,23
0,476,13,23
0,506,15,13
0,1690,52,82
0,518,22,13
0,295,12,11
0,449,20,9
0,672,27,23
0,935,41,27
0,1135,48,38
0,72,3,5
0,1219,55,23
0,902,21,17
0,260,7,19
0,411,15,12
0,713,38,22
0,1331,81,32
0,325,10,4
0,1223,48,25
0,478,13,7
0,5113,252,45
0,769,32,16
0,1477,69,48
0,166,4,5
0,906,26,20
0,495,22,16
0,506,15,21
0,191,4,9
0,1017,35,42
0,806,43,23
0,288,11,7
0,967,47,17
0,924,43,11
0,458,13,24
0,401,12,10
0,294,7,16
0,1258,64,43
0,934,42,13
0,521,14,16
0,1571,60,82
0,1956,88,62
0,407,16,34
0,643,19,29
0,284,8,13
0,281,10,23
0,155,4,3
0,205,7,15
0,396,15,12
0,854,4,84
0,909,58,27
0,931,44,27
0,832,47,19
0,874,44,35
0,910,39,40
0,1020,42,13
0,768,21,8
0,619,29,11
0,225,6,15
0,502,22,19
0,7562,363,32
0,485,21,15
0,452,22,13
0,398,19,7
0,423,22,8
0,506,21,10
0,1517,65,51
0,1315,54,40
0,937,36,33
0,698,34,24
0,319,11,17
0,236,7,6
0,2332,79,51
0,860,41,21
0,169,3,13
0,394,13,15
0,364,12,19
0,809,30,31
0,268,8,11
0,729,29,20
0,1018,5,95
0,1019,39,14
0,277,8,11
0,689,33,21
0,969,54,17
0,749,39,12
0,1524,59,58
0,1215,66,38
0,1272,66,35
0,1228,56,44
0,656,27,14
0,891,38,30
0,803,21,8
0,432,15,13
0,950,38,22
0,409,11,10
0,1174,45,36
0,1284,46,92
0,1452,70,35
0,159,5,4
0,1238,60,21
0,385,12,8
0,1118,49,20
0,212,7,7
0,2876,123,63
0,1028,51,29
0,128,5,5
0,746,27,19
0,1239,55,30
0,328,7,18
0,1644,74,40
0,676,37,22
0,404,11,9
0,1027,3,99
0,154,4,3
0,181,7,16
0,616,35,21
0,348,9,21
0,484,25,8
0,480,21,10
0,514,18,26
0,244,8,21
0,135,6,6
0,1126,5,123
0,744,34,24
0,642,28,31
0,1095,39,36
0,737,28,14
0,887,39,41
0,674,30,25
0,804,38,28
0,701,34,22
0,1460,74,47
0,883,38,23
0,935,40,21
0,957,45,11
0,267,7,12
0,354,16,22
0,189,5,3
0,388,10,11
0,1141,51,29
0,591,34,21
0,1074,48,32
0,902,38,26
0,1823,71,30
0,974,40,25
0,809,39,23
0,1603,56,82
0,1596,64,75
0,1047,48,21
0,548,16,30
0,422,19,19
0,571,20,17
0,2654,143,55
0,1410,70,29
0,194,6,3
0,1279,64,26
0,470,16,17
0,681,30,16
0,382,9,13
0,141,6,4
0,624,23,10
0,497,22,13
0,695,35,20
0,259,12,13
0,1121,52,33
0,242,11,21
0,870,39,19
0,1189,55,31
0,1096,55,25
0,169,4,5
0,1062,49,26
0,205,11,16
0,911,41,23
0,1021,53,25
0,321,13,8
0,1066,47,14
0,5277,281,47
0,2320,69,63
0,781,35,18
0,1371,42,48
0,278,7,8
0,619,16,24
0,549,17,33
0,962,47,23
0,150,3,11
0,385,9,10
0,1276,39,23
0,1427,71,21
0,12470,605,54
0,235,11,13
0,871,49,20
0,545,17,20
0,735,35,27
0,879,39,30
0,674,34,24
0,875,41,33
0,1053,44,39
0,211,10,6
0,955,53,42
0,621,19,37
0,396,13,23
0,486,13,24
0,602,37,20
0,623,35,18
0,2698,117,67
0,240,8,15
0,924,5,91
0,1101,52,13
0,1360,48,36
0,451,16,14
0,1356,53,28
0,962,37,37
0,1528,73,36
0,1022,43,40
0,1073,29,17
0,478,32,14
0,9319,438,71
0,963,46,28
0,428,12,16
0,759,32,18
0,1062,35,32
0,542,14,11
0,439,13,25
0,420,9,15
0,433,14,19
0,1293,53,45
0,403,11,25
0,405,9,18
0,911,34,34
0,165,5,7
0,114,3,8
0,422,9,16
0,1998,62,74
0,1360,57,36
0,903,35,45
0,326,18,17
0,1398,64,36
0,916,35,30
0,897,37,45
0,1307,61,41
0,478,13,24
0,603,25,27
0,708,34,26
0,171,5,7
0,483,28,26
0,333,17,13
0,501,14,24
0,870,38,36
0,293,9,21
0,1680,68,79
0,521,21,15
0,911,48,31
0,809,22,17
0,913,40,34
0,542,24,15
0,468,13,27
0,858,37,34
0,120,3,7
0,467,13,23
0,195,7,21
0,497,14,24
0,1722,75,23
0,120,3,7
0,381,19,15
0,202,7,17
0,2471,123,58
0,258,2,33
0,951,36,27
0,1070,53,14
0,891,41,21
0,1401,59,48
0,683,27,14
0,387,10,10
0,468,13,20
0,161,5,5
0,876,39,22
0,145,4,5
0,292,12,12
0,1021,49,18
0,1345,68,24
0,1226,56,35
0,1183,45,40
0,6973,347,42
0,480,13,24
0,1592,57,90
0,781,36,9
0,417,13,19
0,493,15,26
0,563,15,33
0,545,20,23
0,225,6,10
0,126,3,5
0,829,22,8
0,481,18,23
0,1012,31,25
0,1330,55,25
0,730,36,19
0,414,15,25
0,1130,49,35
0,686,24,23
0,124,4,11
0,1357,54,26
0,1113,52,26
0,566,28,18
0,1137,48,31
0,1509,61,30
0,398,9,14
0,890,42,6
0,932,40,16
0,1308,79,24
0,404,12,15
0,507,19,13
0,478,24,15
0,408,9,15
0,318,13,9
0,411,15,22
0,517,31,25
0,1366,59,37
0,889,28,39
0,334,12,17
0,698,28,22
0,343,10,27
0,972,38,34
0,403,9,18
0,415,9,17
0,1005,41,34
0,958,36,34
0,553,19,17
0,869,41,19
0,575,22,26
0,460,25,24
0,912,38,36
0,299,16,14
0,779,45,33
0,481,14,25
0,471,13,23
0,400,9,13
0,548,17,28
0,393,9,16
0,511,14,42
0,471,28,25
0,937,24,23
0,624,27,21
0,315,12,21
0,148,4,11
0,153,4,8
0,966,39,34
0,293,9,21
0,1479,55,65
0,406,9,14
0,475,13,23
0,867,34,31
0,476,13,24
0,149,5,11
0,282,15,17
0,484,13,23
0,2027,63,80
0,468,13,20
0,322,16,17
0,872,39,29
0,815,35,32
0,1362,52,16
0,732,32,25
0,673,32,24
0,1056,52,39
0,1007,42,30
0,1030,40,23
0,859,36,17
0,343,9,13
0,1269,53,23
0,174,4,6
0,928,40,23
0,1092,37,43
0,1228,53,25
0,420,14,36
0,234,9,11
0,820,43,9
0,953,58,19
0,671,32,26
0,1064,53,26
0,11365,393,59
0,419,9,15
0,1085,48,30
0,129,4,3
0,463,16,6
0,285,8,12
0,1654,76,33
0,448,15,16
0,1126,40,45
0,144,6,9
0,9870,414,65
0,928,44,34
0,714,31,8
0,1062,47,30
0,1060,63,44
0,532,26,10
0,1280,55,33
0,648,21,48
0,558,24,23
0,1084,42,20
0,1202,42,14
0,1267,61,27
0,807,38,23
0,444,16,12
0,393,10,11
0,983,37,29
0,2502,116,50
0,1217,53,34
0,825,22,8
0,1233,43,26
0,283,13,9
0,811,37,24
0,416,9,15
0,1071,42,15
0,746,35,18
0,1235,48,35
0,911,45,17
0,1309,57,28
0,417,12,20
0,510,26,14
0,583,26,21
0,562,19,23
0,179,9,16
0,815,36,26
0,949,33,16
0,259,5,12
0,1028,46,21
0,1167,46,36
0,834,37,23
0,484,13,24
0,1456,68,30
0,441,18,28
0,1436,47,29
0,701,31,20
0,1035,61,29
0,802,38,23
0,1556,67,44
0,1396,65,38
0,1174,43,37
0,816,50,25
0,1068,54,28
0,831,36,23
0,1114,49,33
0,1013,49,30
0,1258,58,41
0,355,13,9
0,448,18,22
0,905,35,29
0,1753,63,51
0,1237,51,26
0,777,38,22
0,1175,45,35
0,1469,64,35
0,975,35,25
0,1320,56,37
0,585,14,17
0,1037,47,19
0,893,44,16
0,307,14,21
0,704,33,10
0,158,5,7
0,653,33,22
0,694,38,23
0,575,20,17
0,68,2,5
0,959,44,15
0,934,53,35
0,323,6,14
0,1035,43,26
0,2320,69,70
0,1356,64,25
0,402,13,24
0,1157,37,19
0,396,22,23
0,752,4,72
0,671,28,18
0,900,43,19
0,1002,35,40
0,677,28,19
0,338,18,10
0,685,30,13
0,816,37,24
0,825,35,24
0,1174,48,28
0,419,14,34
0,950,37,28
0,1911,82,41
0,368,12,18
0,411,16,17
0,1051,42,20
0,1758,71,35
0,795,33,29
0,727,34,19
0,420,9,16
0,317,11,14
0,543,27,26
0,578,28,15
0,2548,122,57
0,470,13,23
0,1007,42,62
0,379,14,11
0,374,14,9
0,1223,49,27
0,465,23,13
0,679,35,21
0,1231,53,40
0,1201,56,32
0,1149,52,24
0,1083,42,19
0,285,11,20
0,1097,55,16
0,382,14,9
0,546,26,17
0,334,12,15
0,1140,49,20
0,990,40,19
0,1291,55,18
0,2141,76,69
0,1233,53,43
0,382,14,10
0,984,49,32
0,266,15,6
0,976,46,27
0,381,14,9
0,781,34,32
0,1224,57,29
0,806,38,42
0,861,39,16
0,992,41,48
0,992,52,22
0,1451,58,48
0,873,40,14
0,303,17,6
0,143,4,20
0,1095,40,20
0,1122,51,30
0,1231,47,38
0,1047,44,45
0,573,26,16
0,881,49,12
0,376,14,9
0,1020,46,23
0,96,4,4
0,1068,55,26
0,902,43,14
0,1511,70,26
0,583,17,35
0,401,11,11
0,440,18,14
0,382,14,9
0,295,11,23
0,2078,92,29
0,419,14,34
0,444,12,21
0,1345,56,38
0,874,39,30
0,887,48,30
0,866,47,20
0,1074,46,27
0,698,35,20
0,1160,48,34
0,8616,376,51
0,951,42,21
0,1930,91,47
0,578,17,33
0,1855,52,58
0,1458,42,53
0,682,33,18
0,990,47,20
0,493,17,23
0,755,31,37
0,1116,51,23
0,914,37,46
0,363,19,14
0,737,20,5
0,306,9,11
0,945,22,27
0,230,8,19
0,485,16,30
0,120,4,4
0,436,19,16
0,755,20,11
0,827,35,33
0,606,22,19
0,251,8,8
0,1225,43,31
0,772,41,15
0,227,13,7
0,1055,51,27
0,1273,45,35
0,1060,48,18
0,1018,41,19
0,428,13,24
0,448,18,26
0,811,41,24
0,762,20,10
0,672,26,18
0,1158,41,21
0,175,4,6
0,1064,41,16
0,1619,63,64
0,720,35,13
0,395,11,14
0,1119,61,19
0,888,40,20
0,909,33,17
0,379,14,11
0,1426,69,25
0,368,11,15
0,331,10,9
0,1012,58,29
0,694,33,22
0,1361,50,17
0,121,3,7
0,593,25,16
0,1050,44,30
0,482,14,23
0,476,13,7
0,405,15,20
0,284,15,8
0,565,14,32
0,1405,70,22
0,417,14,13
0,1810,120,37
0,2101,68,75
0,842,22,11
0,684,29,17
0,1008,44,46
0,1270,56,25
0,2131,102,49
0,1473,56,21
0,307,11,14
0,265,6,14
0,474,21,13
0,9144,313,257
0,2714,93,69
0,224,7,21
0,696,26,11
0,984,42,23
0,427,16,18
0,1146,48,31
0,10582,486,76
0,221,7,4
0,1260,64,25
0,671,37,31
0,407,23,12
0,168,4,4
0,912,39,23
0,473,15,24
0,1259,50,83
0,1166,48,25
0,1112,51,40
0,861,55,22
0,409,13,15
0,779,31,25
0,2425,117,42
0,733,36,7
0,338,11,26
0,229,11,3
0,154,4,5
0,387,9,15
0,146,5,10
0,149,5,11
0,1097,53,25
0,854,46,20
0,1252,51,12
0,514,18,26
0,1206,44,34
0,278,14,12
0,988,34,26
0,958,45,14
0,1506,75,37
0,466,16,29
0,620,31,18
0,1082,46,28
0,940,49,7
0,236,7,7
0,418,10,11
0,1003,42,24
0,1197,41,23
0,905,36,43
0,5752,227,53
0,877,39,15
0,1111,60,26
0,191,8,4
0,1174,58,32
0,604,37,22
0,330,6,13
0,566,29,23
0,348,15,11
0,842,32,17
0,742,20,9
0,382,16,22
0,473,11,48
0,284,8,13
0,631,22,34
0,315,11,20
0,231,7,16
0,145,5,6
0,1149,51,34
0,1174,47,27
0,2249,82,42
0,397,10,11
0,260,12,23
0,613,19,23
0,493,13,10
0,1239,52,21
0,1165,51,31
0,1269,55,37
0,633,22,26
0,1983,70,76
0,349,10,16
0,888,39,20
0,479,15,25
0,148,5,11
0,154,5,12
0,983,53,25
0,663,27,17
0,915,39,24
0,448,16,15
0,974,30,16
0,1233,53,36
0,1389,56,49
0,383,14,9
0,906,39,31
0,753,35,20
0,740,33,19
0,243,5,9
0,876,44,12
0,908,40,19
0,382,14,10
0,677,29,15
0,1308,79,24
0,991,40,39
0,950,33,18
0,814,37,23
0,1193,60,31
0,907,34,15
0,927,34,16
0,316,13,12
0,602,26,18
0,591,28,22
0,222,8,16
0,650,17,40
0,827,37,35
0,1182,47,25
0,726,35,22
0,289,15,10
0,186,8,18
0,1166,61,32
0,697,33,19
0,937,41,24
0,905,34,41
0,456,17,18
0,898,32,16
0,261,14,8
0,879,37,25
0,825,46,13
0,1351,64,25
0,697,27,22
0,1188,54,31
0,960,39,13
0,633,22,30
0,999,4,96
0,764,20,12
0,1441,62,44
0,417,15,29
0,1185,47,25
0,1057,46,35
0,404,9,16
0,876,39,27
0,135,6,7
0,523,26,14
0,956,53,25
0,976,48,35
0,593,21,17
0,1282,55,34
0,1304,58,34
0,1881,86,42
0,9234,427,66
0,280,8,11
0,189,6,21
0,1046,38,32
0,700,35,13
0,717,40,20
0,954,36,11
0,464,13,25
0,906,44,26
0,398,13,26
0,1118,42,25
0,1272,76,18
0,1382,55,26
0,954,46,23
0,830,44,26
0,933,46,33
0,903,45,31
0,895,44,29
0,1156,56,36
0,988,43,19
0,1073,45,46
0,391,17,9
0,694,28,36
0,1085,53,24
0,585,34,27
0,1103,43,28
0,383,9,15
0,569,23,17
0,1128,69,27
0,1042,51,24
0,1297,59,38
0,501,5,48
0,2211,60,60
0,840,5,102
0,1091,54,21
0,1053,40,12
0,1045,43,22
0,973,44,19
0,391,21,16
0,1415,67,30
0,876,38,18
0,1290,51,22
0,364,17,19
0,551,22,12
0,763,44,10
0,608,24,17
0,699,26,22
0,388,9,12
0,758,39,11
0,897,42,21
0,1977,63,60
0,775,30,27
0,643,32,20
0,386,9,15
0,645,20,40
0,584,5,58
0,2324,74,88
0,882,38,24
0,1598,76,36
0,1055,46,20
0,768,39,23
0,405,14,26
0,422,16,35
0,248,6,9
0,248,6,9
0,267,8,9
0,385,9,14
0,183,7,6
0,209,6,10
0,399,9,13
0,974,40,30
0,447,17,21
0,776,36,16
0,359,15,27
0,868,43,19
0,168,5,7
0,942,35,32
0,941,40,21
0,999,49,27
0,1259,58,26
0,377,14,9
0,752,4,72
0,456,13,20
0,1211,48,34
0,615,27,23
0,533,22,18
0,491,22,19
0,387,10,12
0,886,39,24
0,236,10,18
0,348,9,16
0,126,4,2
0,537,30,29
0,154,4,10
0,475,15,31
0,192,5,6
0,348,9,21
0,145,5,8
0,2752,121,36
0,266,8,9
0,1342,61,32
0,5149,220,67
0,554,17,25
0,1005,57,28
0,1010,50,23
0,696,28,15
0,524,18,18
0,452,14,9
0,272,11,22
0,652,22,26
0,2144,110,43
0,377,14,10
0,1138,44,16
0,1018,48,22
0,1659,72,31
0,958,56,26
0,2004,91,44
0,1128,48,20
0,1931,101,34
0,922,50,15
0,938,36,28
0,787,36,15
0,1708,87,52
0,416,12,15
0,1925,112,30
0,1310,49,33
0,879,32,38
0,1052,32,20
0,1336,62,26
0,370,8,15
0,2510,105,78
0,955,38,28
0,141,6,9
0,887,38,24
0,773,25,36
0,498,21,9
0,960,47,21
0,793,49,18
0,936,40,24
0,913,35,35
0,391,10,20
0,378,14,9
0,1014,45,40
0,432,14,16
0,757,20,10
0,980,43,28
0,936,53,33
0,209,9,13
0,496,25,18
0,1083,60,21
0,505,21,16
0,779,37,21
0,250,11,19
0,1151,52,35
0,1249,56,21
0,676,33,31
0,877,39,29
0,839,37,31
0,9258,470,73
0,210,6,19
0,678,38,18
0,387,16,13
0,1050,61,33
0,1502,73,38
0,411,11,22
0,761,20,9
0,750,36,23
0,898,40,21
0,894,39,20
0,474,13,9
0,2085,68,27
0,541,31,18
0,1054,49,19
0,1135,54,37
0,806,34,15
0,303,12,24
0,300,11,23
0,549,26,16
0,263,8,10
0,616,28,19
0,162,4,4
0,486,15,18
0,469,17,18
0,354,17,16
0,1383,49,78
0,822,44,26
0,1016,50,10
0,2063,64,52
0,629,29,20
0,645,20,19
0,673,31,22
0,1324,54,20
0,274,7,10
0,1920,87,58
0,1355,59,19
0,932,50,14
0,994,33,32
0,732,34,22
0,545,28,11
0,709,27,18
0,406,10,14
0,1047,53,24
0,516,26,15
0,867,27,15
0,1059,47,16
0,773,30,16
0,1639,71,42
0,870,39,20
0,653,22,36
0,1132,56,36
0,630,32,23
0,913,43,20
0,898,42,13
0,1476,62,34
0,1228,48,28
0,442,11,13
0,1426,69,25
0,588,26,18
0,807,34,22
0,1123,45,16
0,397,10,13
0,837,42,16
0,734,36,26
0,425,11,11
0,1024,46,40
0,1039,49,41
0,755,31,16
0,1175,51,16
0,523,21,12
0,451,12,16
0,723,30,18
0,1291,63,38
0,925,34,26
0,702,36,32
0,733,37,27
0,393,17,8
0,408,11,12
0,771,36,22
0,573,23,19
0,2316,69,63
0,385,9,11
0,2221,89,51
0,901,46,22
0,441,22,13
0,1270,56,23
0,906,35,29
0,347,9,16
0,406,11,11
0,500,13,23
0,572,23,21
0,133,4,7
0,867,35,30
0,1833,66,54
0,146,6,11
0,1299,63,33
0,311,10,8
0,9885,510,51
0,174,4,7
0,175,4,8
0,1374,53,31
0,467,22,14
0,1805,77,41
0,429,12,17
0,1324,66,40
0,1360,65,21
0,831,22,8
0,205,11,4
0,723,34,21
0,837,28,26
0,913,45,14
0,1042,48,26
0,376,13,20
0,261,8,13
0,2374,68,69
0,1016,36,13
0,877,40,28
0,413,10,16
0,533,16,29
0,830,25,32
0,380,14,9
0,973,45,31
0,947,41,22
0,1687,76,41
0,999,50,28
0,1132,21,83
0,983,35,24
0,1184,44,38
0,1192,41,36
0,1170,47,25
0,977,45,20
0,1755,68,49
0,942,42,13
0,1319,62,26
0,398,9,16
0,821,38,17
0,1214,48,26
0,1309,62,24
0,843,46,37
0,339,20,11
0,920,41,14
0,833,35,26
0,2407,125,77
0,634,26,15
0,601,28,24
0,1111,49,35
0,936,36,18
0,1574,65,58
0,2554,123,52
0,865,39,27
0,1001,47,15
0,685,27,29
0,1219,49,29
0,698,31,20
0,1245,49,46
0,839,41,19
0,10244,516,44
0,874,33,39
0,456,16,14
0,754,48,24
0,647,34,24
0,234,9,11
0,394,9,15
0,11222,550,52
0,391,10,11
0,479,15,24
0,406,9,17
0,390,10,11
0,254,13,7
0,556,21,14
0,506,14,20
0,561,22,10
0,383,14,13
0,591,18,23
0,571,14,34
0,1288,55,17
0,984,39,27
0,575,14,35
0,189,8,16
0,574,14,35
0,952,48,13
0,686,21,17
0,314,16,9
0,1085,52,17
0,418,9,16
0,732,35,22
0,1053,54,23
0,1111,42,25
0,560,19,34
0,747,38,23
0,849,38,18
0,669,24,22
0,1300,51,27
0,529,26,15
0,849,36,38
0,556,23,12
0,649,27,33
0,271,10,10
0,621,21,50
0,1103,39,42
0,584,21,44
0,762,42,11
0,579,27,17
0,556,26,13
0,1356,69,34
0,657,19,18
0,184,5,16
0,882,40,15
0,392,9,16
0,954,41,16
0,657,29,18
0,1475,84,31
0,1528,77,30
0,1344,73,47
0,2605,125,46
0,1314,57,34
0,8574,392,73
0,969,43,21
0,1116,52,26
0,68,2,5
0,980,36,22
0,137,5,11
0,646,18,33
0,1493,54,36
0,753,32,26
0,949,36,28
0,267,8,9
0,1706,56,62
0,12560,594,101
0,879,46,32
0,1023,34,65
0,661,21,39
0,417,9,13
0,854,37,31
0,479,13,24
0,618,27,16
0,279,11,14
0,861,34,37
0,950,36,25
0,405,9,16
0,951,37,29
0,1083,44,36
0,875,37,32
0,778,26,49
0,153,5,14
0,299,13,9
0,152,7,16
0,149,5,13
0,528,19,13
0,320,10,23
0,647,22,45
0,476,13,30
0,636,15,24
0,192,7,15
0,800,31,22
0,529,27,25
0,478,13,23
0,926,37,27
0,243,6,15
0,633,27,15
0,396,9,17
0,876,37,26
0,562,18,33
0,645,20,45
0,898,38,27
0,938,37,30
0,661,35,18
0,324,14,27
0,109,3,5
0,613,22,31
0,1429,45,85
0,722,29,16
0,1316,65,27
0,1117,46,20
0,876,46,16
0,1607,61,53
0,674,34,33
0,404,9,10
0,1539,60,61
0,1139,51,27
0,834,32,23
0,997,45,16
0,549,22,15
0,487,22,14
0,393,18,12
0,834,40,16
0,470,13,7
0,409,10,13
0,1138,53,31
0,4526,235,39
0,1095,47,35
0,412,10,14
0,385,14,9
0,564,18,45
0,1170,47,27
0,1319,59,39
0,1322,56,36
0,269,6,16
0,869,46,18
0,248,13,7
0,723,30,17
0,1239,50,33
0,1282,49,66
0,1286,66,23
0,183,9,3
0,674,43,12
0,183,9,5
0,631,24,27
0,1165,48,42
0,459,24,26
0,495,20,12
0,508,16,14
0,1461,52,52
0,331,17,17
0,1178,48,26
0,479,24,17
0,407,9,16
0,952,54,25
0,859,33,26
0,501,25,13
0,1019,38,31
0,911,36,27
0,184,5,8
0,409,9,14
0,616,21,22
0,481,13,21
0,1320,55,24
0,2172,85,30
0,686,19,25
0,536,22,22
0,116,3,6
0,477,13,23
0,399,9,15
0,562,27,21
0,1118,43,30
0,471,13,20
0,187,5,10
0,539,26,14
0,851,35,39
0,563,23,30
0,402,9,14
0,198,8,12
0,506,16,12
0,948,47,27
0,321,16,9
0,593,21,11
0,425,18,33
0,884,35,32
0,191,5,17
0,570,20,18
0,492,26,14
0,987,40,14
0,363,10,21
0,512,23,16
0,718,28,63
0,976,37,31
0,399,9,18
0,944,38,30
0,843,35,29
0,1745,73,81
0,150,5,13
0,350,15,12
0,297,17,16
0,1604,60,33
0,507,21,13
0,164,5,12
0,481,13,23
0,522,22,14
0,432,13,23
0,883,37,31
0,541,19,13
0,402,21,14
0,436,20,11
0,508,23,13
0,859,35,28
0,340,6,15
0,589,19,30
0,997,43,38
0,161,5,11
0,1204,55,22
0,401,11,11
0,1119,56,21
0,151,7,2
0,896,50,18
0,1128,65,28
0,6489,275,55
0,776,23,37
0,521,4,51
0,456,13,21
0,1935,68,69
0,1369,47,23
0,398,9,13
0,377,9,10
0,1640,73,52
0,890,42,34
0,279,11,20
0,456,13,18
0,171,6,7
0,816,31,36
0,945,51,17
0,1134,51,33
0,951,35,24
0,378,9,11
0,8516,415,67
0,460,13,22
0,357,16,19
0,174,8,7
0,473,13,8
0,393,18,12
0,445,16,30
0,165,5,9
0,1822,81,37
0,78,3,6
0,795,35,28
0,1515,4,162
0,9107,440,75
0,859,39,20
0,1153,34,55
0,999,34,49
0,680,28,18
0,590,34,21
0,458,13,21
0,988,43,29
0,912,35,31
0,899,38,35
0,1989,105,41
0,811,39,29
0,444,17,24
0,945,39,39
0,738,20,26
0,464,13,20
0,428,11,11
0,539,21,19
0,579,17,37
0,1129,43,34
0,493,13,12
0,739,20,8
0,552,17,17
0,1994,66,63
0,440,10,13
0,883,38,28
0,437,10,15
0,924,40,23
0,877,48,22
0,878,41,10
0,974,45,14
0,1311,54,28
0,797,33,31
0,962,5,122
0,150,5,10
0,878,35,9
0,150,5,7
0,444,15,16
0,1431,60,41
0,1014,45,38
0,1256,56,30
0,152,6,10
0,174,6,16
0,579,26,19
0,1153,57,34
0,1645,70,35
0,161,4,5
0,354,8,7
0,1659,76,50
0,555,27,12
0,529,32,20
0,711,46,21
0,1105,53,17
0,736,19,13
0,1090,44,27
0,396,10,12
0,743,20,7
0,1235,50,26
0,1038,5,103
0,170,8,4
0,253,11,20
0,406,10,16
0,208,10,18
0,413,9,14
0,169,5,7
0,406,9,14
0,845,35,14
0,401,9,13
0,864,41,33
0,954,39,26
0,411,9,14
0,1234,50,19
0,416,9,15
0,511,20,18
0,426,21,13
0,840,34,32
0,403,20,25
